incident_id,description,machine_prediction,confidence,human_label,correct,notes
66024,"Graffiti was found on a pole at an intersection that read: ""Israel is a Nazi regime"" surrounded by swastikas.",Slogans / Code words,0.5334246400197347,,,
65575,"Handwritten antisemitic fliers were found in a residential neighborhood that read: ""Stop Zio Nazis,"" ""Boycott Rabbi name redacted ,"" and ""Stop Jewish mafia in your country, in your city, in your hamlet! Zionist Filth.""",Slogans / Code words,0.6282696409225463,,,
64078,"A truck displayed electronic messages near Columbia University that read: ""Israel is the new Nazi Germany"" and ""Daily Reminder: Israel Steals Palestinian Organs.""",Slogans / Code words,0.5114268922011057,,,
72956,"At an anti-Israel rally celebrating the anniversary of Hamas's October 7, 2023, antisemitic terrorist attack, organized by groups known to promote antisemitic violence, including the Party for Socialism and Liberation and the ANSWER Coalition, protesters displayed a banner that read: ""Stand With Palestinian Resistance,"" a slogan commonly used to support Hamas's antisemitic October 7, 2023, terrorist attack.",Slogans / Code words,0.5808376911481221,,,
72331,"At an anti-Israel rally organized by Yalla Indivisible, the SoCal Ceasefire Coalition, Catholics for Palestine and Palestinian Christians for Justice, protesters chanted, ""Open up the prison gates"" and ""Yemen, Yemen, make us proud, turn another ship around,"" a slogan used to support the actions of the Houthis, an antisemitic U.S.-designated terrorist group.",Slogans / Code words,0.5630012118021647,,,
65037,"At an anti-Israel rally organized by the Students for Justice in Palestine at Ohio State University, protesters displayed signs with messages that included: ""Resistance is justified when people are occupied"" and ""Intifada,"" slogans commonly used to support Hamas's antisemitic October 7, 2023, terrorist attack and as a call for violence against Israel and the Jewish community.",Slogans / Code words,0.5380073431332906,,,
69222,"At an anti-Israel rally organized by NEPA for Palestine and Muslim Youth Lehigh Valley, protesters chanted, ""From the river to the sea, Palestine will be free,"" a slogan commonly used as a call to end the Jewish state.",Slogans / Code words,0.5680963956514994,,,
72701,"At an anti-Israel rally organized by the Indiana Center for Middle East Peace, protesters held signs with messages that included: ""From the river to the sea, Palestine will be free,"" a slogan commonly used as a call for an end to the Jewish state.",Slogans / Code words,0.6275291724205017,,,
65020,"At an anti-Israel rally organized by the Students for Justice in Palestine at George Washington University, protesters displayed signs with messages that included: ""Divest from zionist sic genocide"" and ""From the river to the sea,"" a slogan commonly used as a call for an end to the Jewish state.",Slogans / Code words,0.6080014669100443,,,
66798,"Posters advertising a movie with Jewish comedians were vandalized with spray-paint that read: ""Zionist scum.""",Slogans / Code words,0.6064953767458597,,,
65523,"At an anti-Israel encampment organized by Students United for Palestinian Equal Rights, Mid-Valley Jews for Peace, the Young Democratic Socialists of America and Grads for Palestine at Oregon State University, protesters displayed a banner that read: ""Resistance is justified when people are occupied,"" a slogan commonly used to support Hamas's antisemitic October 7, 2023, terrorist attack.",Slogans / Code words,0.5287398341496785,,,
69566,"Graffiti that read: ""Free Palestine"" was written on a pole in front of a synagogue.",Slogans / Code words,0.5820149742762247,,,
65307,"At an anti-Israel encampment organized by the Students for Justice in Palestine at Pitzer College, students called for an academic boycott of Israeli institutions. Protesters also displayed messages that read: ""From the river to the sea, Palestine will be free,"" a slogan commonly used as a call for an end of the Jewish state.",Slogans / Code words,0.5654687248865763,,,
72395,"At an anti-Israel rally organized by the US Palestinian Community Network, Students for Justice in Palestine and American Muslims for Palestine, protesters echoed classic antisemitic tropes including the blood libel and about alleged Jewish power and control. Protesters displayed signs with imagery depicting Benjamin Netanyahu ""drinking"" a bottle labeled ""Palestinian blood"" while wearing an armband with a Star of David on it. Protesters also displayed signs with messages that included: ""Welcome to the United States of Israel"" with imagery of an Israel flag overlaying an American flag. Protesters displayed the logos of the antisemitic U.S.-designated terror groups Hamas and Hezbollah; a flag depicting Abu Obaida, spokesperson for the Izz ad-Din al-Qassam Brigades (the military wing of Hamas); and a sign depicting Leila Khaled, a leader of the antisemitic U.S.-designated terror group Popular Front for the Liberation of Palestine. A separate group of protesters also displayed a swastika flag.",Slogans / Code words,0.6183845046361287,,,
70083,"A student at the University of California, Irvine said, ""Jews are cheap"" to their Jewish roommate.",Slogans / Code words,0.5024692061742146,,,
72149,"At an anti-Israel rally organized by the Palestinian Youth Movement, the Party for Socialism and Liberation, Al-Awda and the Palestinian Assembly for Liberation, protesters chanted, ""Zionism no more"" and ""From the water to the water Jordan River to the Mediterranean Sea , Palestine is Arab"" (in Arabic), a slogan commonly used to call for an end to the Jewish state.",Slogans / Code words,0.6774886213938395,,,
72825,"At an anti-Israel rally, protesters displayed signs with messages that included: ""From the river to the sea, Palestine will be free,"" a slogan commonly used to call for an end to the Jewish state.",Slogans / Code words,0.6356310529708862,,,
65472,"At an anti-Israel rally organized by the Philly Palestine Coalition and Penn Against the Occupation at the University of Pennsylvania, protesters chanted, ""From the river to the sea, Palestine will be free,"" a slogan commonly used as a call for an end of the Jewish state.",Slogans / Code words,0.5665193163553873,,,
72752,"At an anti-Israel rally organized by groups including the Palestinian Youth Movement, the Party for Socialism and Liberation, the Palestinian Feminist Collective and the ANSWER Coalition, protesters displayed signs with messages that included: ""Zionism is Nazism.""",Slogans / Code words,0.6224748137791951,,,
72161,"At an anti-Israel rally organized by the Party for Socialism and Liberation, protesters displayed signs with messages that included: ""Resistance is justified when people are occupied,"" a slogan commonly used to support Hamas's antisemitic October 7, 2023, terrorist attack.",Slogans / Code words,0.579671677271525,,,
72647,"At an anti-Israel rally organized by the Palestinian Youth Movement, Democratic Socialists of America, the Party for Socialism and Liberation and Students for Justice in Palestine, protesters displayed signs with messages that included: ""Zionism is for Losers"" and ""We demand an end to western complicity in Zionism.""",Slogans / Code words,0.6563158594767252,,,
59104,"At an anti-Israel rally, protesters chanted, ""Long live the Intifada"" and ""Hey hey, ho ho, Zionism has got to go.?",Slogans / Code words,0.642087304910024,,,
64784,"Individuals associated with the antisemitic Goyim Defense League placed fliers on cars parked at a student housing facility at the University of Texas, Austin. The fliers read: ""Jewry is at the core of the anti-white narrative"" and ""Every single aspect of the COVID agenda is Jewish.""",Slogans / Code words,0.629231953938802,,,
64518,"A fountain at Golden Gate Park was dyed red and anti-Zionist fliers were distributed. The fliers read: ""The vengeful, calculated, indiscriminate bombing of civilians, hospitals, and infrastructure by Israel's fascist Zionist government are all futile attempts to destroy an idea, a dream, a desire to be free.""",Slogans / Code words,0.5849296135902404,,,
67356,A sign in a train was vandalized with a swastika.,Numbers / Symbols,0.6396920366287231,,,
64605,"An individual stood outside of a school in a Nazi uniform, performed Nazi salutes and yelled antisemitic slurs.",Numbers / Symbols,0.5048221909205118,,,
70537,"An individual vandalized a bench with a swastika, ""White Power"" and ""SS.""",Numbers / Symbols,0.5495290997823079,,,
65858,"Swastika graffiti was found in a public park along with the words: ""Heil Hitler.""",Numbers / Symbols,0.560316380182902,,,
71653,"At an anti-Israel rally, protesters displayed signs with messages that included: ""Glory to the Resistance,"" a slogan commonly used to support Hamas's antisemitic October 7, 2023, terrorist attack.",Numbers / Symbols,0.5847602132161458,,,
72487,"At an anti-Israel rally organized by Students for Justice in Palestine, the Palestinian Youth Movement, the Party for Socialism and Liberation and Houstonians for Palestinian Liberation celebrating the anniversary of Hamas's October 7, 2023, antisemitic terrorist attack at the University of Houston, protesters displayed a banner that read: ""Resistance Until Liberation; Free Palestine"" with inverted red triangle imagery, a symbol popularized by Hamas to mark targets.",Numbers / Symbols,0.6863847020467122,,,
67102,Multiple parked cars were vandalized with swastika graffiti.,Numbers / Symbols,0.4905801974932353,,,
67538,Swastika graffiti was found at a restaurant.,Numbers / Symbols,0.5913619958559672,,,
70974,A swastika and racist slur were drawn in a bathroom at a school.,Numbers / Symbols,0.6239772124290466,,,
71889,"At an anti-Israel rally celebrating the anniversary of Hamas's October 7, 2023, antisemitic terrorist attack, organized by Merrimack Valley for Palestine and the Palestinian Youth Movement, a group known to promote antisemitic violence, protesters displayed a banner that read: ""Resistance Until Liberation"" with inverted red triangle imagery (a symbol popularized by the antisemitic U.S.-designated terror group Hamas to mark targets).",Numbers / Symbols,0.7993636412620544,,,
66871,A student praised Hitler during a lesson about the Holocaust.,Numbers / Symbols,0.4740396979649862,,,
70683,A swastika was carved into a glass door of a public building.,Numbers / Symbols,0.6272971315383911,,,
73257,Swastika graffiti was found in a school bathroom.,Numbers / Symbols,0.5555175506273905,,,
71951,"At an anti-Israel rally organized by the Party for Socialism and Liberation, protesters displayed signs with messages that included: ""Stand with Palestinian People's Resistance,"" ""Resistance is justified when people are occupied"" and ""Respect existence or expect resistance,"" slogans commonly used to support Hamas's antisemitic October 7, 2023, terrorist attack.",Numbers / Symbols,0.5664699319203694,,,
72525,"At an anti-Israel rally organized by the Pasadena City College Anti-War Club at Pasadena City College, protesters held signs with messages that included: ""Stop arming Zionist fascism."" Protesters also held signs from the ANSWER Coalition with messages that included: ""Resistance is justified when people are occupied,"" which were created and distributed in the direct aftermath of October 7, 2023, to support Hamas's antisemitic terrorist attack.",Numbers / Symbols,0.5597610119183858,,,
68299,"Graffiti was found at an intersection that read: ""Sinwar lives"" (in reference to the former Hamas leader) and ""Hamas"" with an inverted red triangle over an Israeli flag.",Numbers / Symbols,0.6022973302205403,,,
64473,A swastika was painted on a mural in a public area.,Numbers / Symbols,0.6752091927528381,,,
63742,A swastika and racist messages were left in a high school bathroom.,Numbers / Symbols,0.5721349679629008,,,
71273,A swastika was spray-painted onto the floor of a store.,Numbers / Symbols,0.5631376468340555,,,
71617,"At an anti-Israel rally organized by Jewish Voice for Peace, protesters displayed signs with messages that included: ""Resistance is justified when people are occupied,"" which were created and distributed in the direct aftermath of October 7, 2023, to support Hamas's antisemitic terrorist attack.",Numbers / Symbols,0.5277586820920308,,,
71063,Swastika graffiti was found in a middle school bathroom.,Numbers / Symbols,0.5487616025606791,,,
70891,"Graffiti including a swastika and ""KKK"" was drawn in chalk outside of a preschool.",Numbers / Symbols,0.5257581117947896,,,
64674,Two students performed Nazi salutes at a high school.,Numbers / Symbols,0.5980829559961954,,,
71388,A swastika was traced into dirt at a school's tennis court.,Numbers / Symbols,0.5285239779154459,,,
72733,"At an anti-Israel rally organized by the Party for Socialism and Liberation, Arabs in Utah and Healthcare Workers for Palestine, protesters displayed signs with messages that included: ""Resistance is justified when people are occupied,"" which were created and distributed in the direct aftermath of October 7, 2023, to support Hamas's antisemitic terrorist attack.",Numbers / Symbols,0.539518499692281,,,
64603,"Swastikas and ""KKK"" were found drawn into the snow in front of an elementary school.",Numbers / Symbols,0.519408488591512,,,
67312,A swastika was drawn in chalk on a sidewalk in a residential area.,Numbers / Symbols,0.6122511310577392,,,
64366,A swastika was drawn in chalk on a play structure at a home.,Numbers / Symbols,0.6193359179496765,,,
69737,"Individuals displayed a sign on the campus of the University of Arizona that read: ""Jews Killed Jesus,"" over an Israeli flag.",Numbers / Symbols,0.5416457338333129,,,
70268,"At an anti-Israel rally celebrating the anniversary of Hamas's October 7, 2023, antisemitic terrorist attack, organized by the Columbia University Apartheid Divest and Within Our Lifetime at Columbia University, protesters displayed signs with messages glorifying Hamas's attack that included: ""Long Live the Al-Aqsa Flood, Glory to the Resistance"" and ""Zionism's End Days"" with inverted red triangle imagery (a symbol popularized by Hamas to mark targets), paraglider imagery (a reference to Hamas's use of paragliders to infiltrate Israel and attack civilians on October 7, 2023) and images of Abu Obaida (spokesperson for the Izz ad-Din al-Qassam Brigades, Hamas's military wing). A speaker also said, ""The Palestinian Resistance act on October 7 known as the Al-Aqsa Flood...a day that will go down in Palestinian history... They broke down their prison fence...The Palestinian Resistance remains our guiding light."" Protesters also chanted, ""Resistance is glorious, we will be victorious.""",Numbers / Symbols,0.7009645663897196,,,
70590,A swastika was etched into a sign.,Numbers / Symbols,0.7733702344894409,,,
63539,Swastika graffiti was found in a classroom at Southwest Minnesota State University.,Numbers / Symbols,0.5488514863650004,,,
68638,Swastika graffiti was found on a classroom of a middle high school.,Numbers / Symbols,0.5835117065111796,,,
64069,A swastika was drawn with fire extinguisher foam on the campus of Dowling College.,Numbers / Symbols,0.6588667912483215,,,
71247,Two swastikas were drawn on a window sill in a middle school classroom.,Numbers / Symbols,0.6365729851722717,,,
66102,Swastika graffiti was found along the I-95 freeway.,Numbers / Symbols,0.5261326693693796,,,
71330,"A middle school student said, ""Heil Hitler"" multiple times and displayed a photo of a swastika to a classmate.",Numbers / Symbols,0.5595148487091064,,,
67206,"Antisemitic stickers were placed on signs in a public area, including a sticker that read: ""Satan's Nation"" with a Star of David.",Numbers / Symbols,0.6323055588404337,,,
71238,A student at Roosevelt University reportedly displayed a swastika tattoo on their hand.,Numbers / Symbols,0.6082545800209045,,,
63707,A swastika was carved into bleachers at a high school.,Numbers / Symbols,0.5932466351191202,,,
71564,A swastika was drawn on a wall in a public area.,Numbers / Symbols,0.7387280745506286,,,
65582,"Graffiti was spray-painted on a mailbox that depicted a Star of David equal to a swastika. Another mailbox was vandalized with: ""Free Palestine.""",Numbers / Symbols,0.5105186942418416,,,
63945,A swastika was painted onto a large rock on a public intersection.,Numbers / Symbols,0.6034299416542053,,,
71548,A swastika was painted on a dumpster at a construction site.,Numbers / Symbols,0.6291591210365295,,,
73112,A swastika was spray-painted on a tree.,Numbers / Symbols,0.6081233305931091,,,
65929,"At a pride parade, an individual held a sign that read: ""Cops and Zionists out of pride.""",Numbers / Symbols,0.5592638813654581,,,
72776,"At an anti-Israel protest organized by Southwest Florida for Palestine, protesters held signs with messages that included: ""Resistance against occupation is a human right"" and ""Respect existence or expect resistance,"" slogans commonly used to support Hamas's antisemitic October 7, 2023, terrorist attack.",Numbers / Symbols,0.5513199213345845,,,
64502,"A sticker with a swastika, antisemitic caricature and the caption: ""No bankers beyond this point"" was placed in a public area.",Numbers / Symbols,0.663193790435791,,,
67878,A swastika was drawn for the second time in two weeks in a student residence area at a special education school.,Numbers / Symbols,0.6846963448524475,,,
71278,A swastika was carved into a desk at a high school.,Numbers / Symbols,0.6098977290789286,,,
67826,"Patriot Front, a white supremacist group, posted stickers that read: ""No Zionists in government, we serve one nation,"" ""We dare to defend our rights"" and ""Life of our nation, liberty of our people, victory of the American spirit.""",Groups / Movements,0.6597922407786051,,,
71924,"At an anti-Israel rally organized by the Party for Socialism and Liberation, protesters held signs from the ANSWER Coalition, a group known to promote antisemitic violence, that included: ""Stand with the Palestinian People's Resistance,"" a slogan commonly used to support Hamas's antisemitic October 7, 2023, terrorist attack.",Groups / Movements,0.6521139108339945,,,
66278,"Patriot Front, a white supremacist group, posted stickers that read: ""American by blood,"" ""Strong families, strong nations,"" ""Forward for a new American nation state"" and ""No Zionists in government, we serve one nation.""",Groups / Movements,0.7493577284812927,,,
66297,"Patriot Front, a white supremacist group, posted stickers that read: ""No more foreign wars,"" ""Life, liberty, victory,"" ""To ourselves and our posterity"" and ""No Zionists in government, we serve one nation.""",Groups / Movements,0.6945292038917541,,,
68744,"A Jewish non-profit received a threatening antisemitic email calling for ""justice and revenge"" against Israel. (This incident represents one of three organizations targeted in a day).",Groups / Movements,0.5150778535207112,,,
66455,"Patriot Front, a white supremacist group, posted stickers that read: ""Life, liberty, victory"" and ""No Zionists in government, we serve one nation.""",Groups / Movements,0.6737450046539306,,,
72470,"At an anti-Israel rally organized by the Beldaan Solidarity Network at the Evergreen State College, protesters displayed signs with messages that included: ""No Zionist funding at TESC.""",Groups / Movements,0.5545062982241312,,,
69910,"At an anti-Israel rally organized by the Palestinian Youth Movement, the U.S. Campaign for Palestinian Rights, Students for Justice in Palestine, the Palestinian Feminist Collective and the U.S. Palestinian Community Network, protesters displayed a flag of the Popular Front for the Liberation of Palestine, an antisemitic U.S.-designated terrorist group. Protesters also displayed signs with messages that included: ""One Solution: Intifada Revolution,"" a slogan commonly used as a call for violence against Israel and the Jewish community.",Groups / Movements,0.7028012557029724,,,
73202,"A group of teenagers yelled antisemitic slurs and remarks through a homeowner's door, including, ""Heil Hitler.""",Groups / Movements,0.5026139580408732,,,
66241,"Wyoming Active Club, a white supremacist group, distributed propaganda that read: ""Keep Wyoming White,"" ""Appeal to Heaven Now"" and ""No More Wars for Israel. End Jewish Terror.""",Groups / Movements,0.5065598133405049,,,
66194,"Patriot Front, the white supremacist group, posted stickers that read: ""For the nation, against the state,"" ""No Zionists in government, we serve one nation,"" ""Strong families, strong nations"" and ""Patriot Front.""",Groups / Movements,0.7746532244682311,,,
69416,"At an anti-Israel rally organized by the Palestinian American Community Center, protesters held signs with messages that included: ""Intifada until victory"" and ""The irony of becoming what you once hated"" with images of Benjamin Netanyahu and Adolf Hitler. A speaker also expressed support for the antisemitic U.S.-designated terror groups the Houthis, the Popular Front for the Liberation of Palestine, and Hamas, saying, ""Read my lips: I will not condemn the Houthis of Yemen. I will not condemn PFLP Popular Front for the Liberation of Palestine . I will not condemn Hamas.""",Groups / Movements,0.5742872598965962,,,
66403,"Patriot Front, a white supremacist group, distributed propaganda that read: ""Defend American labor,"" ""No Zionists in government, we serve one nation,"" and ""America is not for sale.""",Groups / Movements,0.5754169189135233,,,
66048,An individual sent antisemitic messages to peers in a group text message.,Groups / Movements,0.5150450709660848,,,
68782,"Patriot Front, a white supremacist group, posted stickers that read: ""For the nation, against the state,"" ""No Zionists in government, we serve one nation,"" and ""Reclaim America.""",Groups / Movements,0.7318764014244079,,,
67360,"Patriot Front, a white supremacist group, posted stickers that read: ""Life, liberty, victory,"" ""Reclaim America"" and ""No Zionists in government, we serve one nation.""",Groups / Movements,0.7023592872619628,,,
66188,"Patriot Front, a white supremacist group, posted stickers that read: ""For a new American nation state,"" ""Life, liberty, victory,"" ""United we stand,"" ""Not stolen, conquered"" and ""No Zionists in government, we serve one nation.""",Groups / Movements,0.7617664022445678,,,
67286,Anti-Israel comments were left on the social media page of a Jewish summer camp.,Groups / Movements,0.5679101589520772,,,
65132,"At an anti-Israel rally organized by the USF Divest Coalition and From Tampa to Palestine at the University of South Florida, protesters displayed signs with messages that included: ""Respect existence or expect resistance"" and an image of Ghassan Kanafani, the late author and former spokesperson of the Popular Front for the Liberation of Palestine, an antisemitic U.S.-designated terrorist group.",Groups / Movements,0.5841002427736918,,,
67769,"The white supremacist Patriot Front posted stickers that read: ""Free occupied America,"" ""Forward for a new American nation state,"" ""No Zionists in government, we serve one nation"" and ""America first.""",Groups / Movements,0.6726742350260416,,,
66528,"Patriot Front, a white supremacist group, posted stickers that read: ""Free occupied America,"" ""Reclaim America,"" ""No Zionists in government, we serve one nation"" and ""Patriot Front.""",Groups / Movements,0.7175581736564636,,,
72368,"At an anti-Israel rally organized by the Party for Socialism and Liberation and the Palestinian Youth Movement at George Washington University, protesters displayed signs from the Party for Socialism and Liberation with messages that included: ""Resistance is justified when people are occupied,"" which were created and distributed in the direct aftermath of October 7, 2023, to support Hamas's antisemitic terrorist attack. Protesters also held a banner that read: ""Stand with the Palestinian People's Resistance.""",Groups / Movements,0.5586470328966776,,,
68610,Individuals associated with the antisemitic Goyim Defense League distributed antisemitic propaganda around a residential neighborhood.,Groups / Movements,0.6948704365094502,,,
68674,"Patriot Front, a white supremacist group, posted stickers that read: ""Strong families, strong nations,"" ""United we stand,"" ""America first,"" ""No Zionists in government, we serve one nation"" and ""Free occupied America.""",Groups / Movements,0.7401658577919006,,,
72947,"At an anti-Israel rally organized by the Party for Socialism and Liberation and Montco for Liberation, protesters displayed a flag for the Popular Front for the Liberation of Palestine, an antisemitic U.S.-designated terrorist group. Protesters also distributed Hamas propaganda celebrating the ""Al-Aqsa Flood,"" Hamas's name for its October 7, 2023, terrorist attack.",Groups / Movements,0.6608440839449564,,,
65674,"After declining to feature an individual's political beliefs on her platform, an Instagram creator was harassed with anti-Zionist comments, including, ""Fuck you and your cunt Zionist friend.""",Groups / Movements,0.595433616956075,,,
66176,"Patriot Front, a white supremacist group, posted stickers that read: ""Reclaim America,"" ""American spirit, European blood,"" ""Life, liberty, victory"" and ""No Zionists in government, we serve one nation.""",Groups / Movements,0.7339909358024597,,,
66389,"Patriot Front, a white supremacist group, posted stickers that read: ""No Zionists in government, we serve one nation,"" ""Reclaim America"" and ""Strong families, strong nations.""",Groups / Movements,0.6090492847760518,,,
64817,"A student at Trinity College reposted an article on Instagram that a fellow student had written about being a Jewish student on campus post-October 7, with the message to ""not listen to a genocide supporting Zionist Jew.""",Groups / Movements,0.5672719720204671,,,
64653,"Graffiti was spray-painted on the side of a home depicting a swastika, ""1488"" and the words: ""Aryan classic.""",Groups / Movements,0.6121121012369791,,,
65278,"At an anti-Israel encampment organized by the Cornell Coalition for Mutual Liberation, Students for Justice in Palestine and Jewish Voice for Peace at Cornell University, protesters chanted, ""There is only one solution; Intifada, revolution,"" a slogan commonly used as a call for violence against Israel and the Jewish community.",Groups / Movements,0.5764999949137369,,,
69811,"A Jewish and Israeli restauranteur, who has been repeatedly targeted by anti-Israel activists, was targeted in a harassing social media post that accused him of "" using food to legitimize the Zionist entity.""",Groups / Movements,0.5794490221341451,,,
67817,"Patriot Front, a white supremacist group, posted stickers that read: ""For a new American nation state,"" ""No Zionists in government, we serve one nation,"" ""Life of our nation, liberty of our people, victory of the American spirit"" and ""Better dead than red.""",Groups / Movements,0.7473505420684814,,,
66848,"Graffiti that included an anti-Israel statement, swastikas and ""Nazi"" was found at a high school.",Groups / Movements,0.5242334249814351,,,
65228,"A student at Emerson College sent an email to the entire student body demanding that the school cut ""all Zionist ties.""",Groups / Movements,0.5498497727711995,,,
66566,"Patriot Front, a white supremacist group, distributed propaganda and posted stickers that read: ""Strong families, strong nations,"" ""United we stand"" and ""No Zionists in government, we serve one nation.""",Groups / Movements,0.730778007030487,,,
72694,"At an anti-Israel rally celebrating the anniversary of Hamas's October 7, 2023, antisemitic terrorist attack, organized by groups including Muslims for Progress, the Party for Socialism and Liberation, the People's Forum, Council on American-Islamic Relations, the Islamic Circle of North America and Jews Against White Supremacy, protesters displayed signs with messages that included: ""From Warsaw to Gaza, L'Chaim Intifada."" A leader of the protest wore a shirt that glorified Abu Obaida, spokesperson for the Izz ad-Din al-Qassam Brigades, Hamas's military wing.",Groups / Movements,0.581177139600118,,,
64579,Individuals associated with the antisemitic Goyim Defense League made antisemitic remarks during a county commissioner's meeting.,Groups / Movements,0.6386031750043233,,,
